time,acc,light,moderate-vigorous,sedentary,sleep,MET
2014-10-16 10:00:06.478000+0100 [Europe/London],159.43099999999998,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:00:36.478000+0100 [Europe/London],59.877,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:01:06.478000+0100 [Europe/London],291.677,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:01:36.478000+0100 [Europe/London],172.289,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:02:06.478000+0100 [Europe/London],202.54,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:02:36.478000+0100 [Europe/London],163.74099999999999,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:03:06.478000+0100 [Europe/London],225.5,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:03:36.478000+0100 [Europe/London],236.97099999999998,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:04:06.478000+0100 [Europe/London],162.939,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:04:36.478000+0100 [Europe/London],99.63,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:05:06.478000+0100 [Europe/London],93.58500000000001,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:05:36.478000+0100 [Europe/London],59.532000000000004,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:06:06.478000+0100 [Europe/London],158.116,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:06:36.478000+0100 [Europe/London],130.026,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:07:06.478000+0100 [Europe/London],127.09300000000002,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:07:36.478000+0100 [Europe/London],62.076,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:08:06.478000+0100 [Europe/London],48.098,1.0,0.0,0.0,0.0,2.2708333333333335
2014-10-16 10:08:36.478000+0100 [Europe/London],55.736000000000004,1.0,0.0,0.0,0.0,2.2708333333333335
