3.082498060338791479e+00, 2.946307288227230980e+00, 2.938148954116069245e+00, 2.752993418584099850e+00, 2.707566105776805454e+00, 2.687024253697778864e+00, 2.999869522045966352e+00, 3.321868181271225851e+00, 3.069010766339545171e+00, 3.114589000078682890e+00, 3.000907105998263713e+00, 3.057915299448162649e+00, 2.555312596074254206e+00, 3.339627509043378240e+00, 3.325407867743148671e+00, 2.722801028590891903e+00, 3.329981802062606189e+00, 3.383465335026908161e+00, 3.324657514687453297e+00, 2.725641556203159066e+00, 3.518413734800163173e+00, 4.306642539071167342e+00, 3.411661249940684204e+00, 3.014529305759828137e+00, 3.571828493299090024e+00, 3.625441225388907895e+00, 3.409595255445510897e+00, 3.151112975499961610e+00, 3.187464061627192091e+00, 3.826831383442993229e+00, 4.052263653218052042e+00, 3.061495958801180972e+00, 2.787294189222689678e+00, 2.440416951270917512e+00, 2.692170521352685419e+00, 2.723087577171360518e+00, 2.512675640893308859e+00, 2.933683536640522505e+00, 3.220724353774162552e+00, 3.649855734421254549e+00, 3.077123051873308590e+00, 2.943841245672464968e+00, 2.759426804334209393e+00, 2.471683781909816080e+00, 2.187908333709028597e+00, 3.204221395031808584e+00, 3.074544076594389885e+00, 2.618410322604875606e+00, 2.283933576777679164e+00, 2.846579425488412696e+00, 3.200917348369545667e+00, 3.287625145827943740e+00, 2.695933788457252067e+00, 2.439685169210733751e+00, 2.747753120762279178e+00, 2.832610426134553272e+00, 2.733292906180877058e+00, 2.808282059218635496e+00, 3.619344191407507516e+00, 3.380362945031816668e+00, 2.615933052411569815e+00, 2.625406229457714957e+00, 2.609763712811096870e+00, 2.479611065010536297e+00, 2.627436801103383957e+00, 3.096604107457596289e+00, 3.114016349418500251e+00, 2.963730683588106540e+00, 2.886063702214348048e+00, 2.511591564226538065e+00
1.791739161281285186e+00, 2.506681454507119877e+00, 2.682663351934408524e+00, 2.321588742801588889e+00, 2.461467178855139881e+00, 2.580478229911979948e+00, 2.333509459422952848e+00, 2.450469386385577764e+00, 3.019524447263383760e+00, 3.047888784895709247e+00, 2.550557690397825983e+00, 3.157938284287151731e+00, 2.496880412472440192e+00, 3.100930605477745683e+00, 3.050783388805920815e+00, 2.358967777925981224e+00, 2.327991613083515432e+00, 2.379792912549680395e+00, 2.546249147758755882e+00, 2.688563440934598425e+00, 3.326083966597351171e+00, 3.624912199596854734e+00, 3.055606368601297973e+00, 2.397448869340486954e+00, 2.712918131597476190e+00, 2.940958915165873044e+00, 3.064680650523174066e+00, 2.698713002012671058e+00, 2.592243660872318056e+00, 2.736531214612637708e+00, 2.333541155888143148e+00, 2.312261056599631992e+00, 2.548077275361328553e+00, 2.408256146888216875e+00, 2.421065037952878196e+00, 2.872605240185397868e+00, 2.691509199042289247e+00, 2.990778517973767148e+00, 2.910658447032470342e+00, 2.903113889328945874e+00, 2.745632843617729524e+00, 3.021343685734226181e+00, 2.466168117252098835e+00, 1.965239883817021083e+00, 1.872995618571947629e+00, 2.728476002692844293e+00, 2.564942152221127536e+00, 2.074696783149003299e+00, 2.304908797284764166e+00, 2.204945207293639520e+00, 1.939541879096776000e+00, 1.701468972239697841e+00, 2.447210279724558735e+00, 2.281076204925569506e+00, 2.045666673181553374e+00, 2.041502431723610567e+00, 2.485853985878476724e+00, 2.562616936354503050e+00, 2.689690290162593200e+00, 2.177620214235232332e+00, 2.006066015150257620e+00, 2.451590318477768982e+00, 2.042368785502294504e+00, 1.812194878229987705e+00, 1.957238705084229924e+00, 2.685829783862374143e+00, 2.776038154431352822e+00, 2.352965895474629310e+00, 2.468027186824595542e+00, 1.954110299144611318e+00
3.569752414767241255e+00, 2.890119378847979981e+00, 2.964801024223719939e+00, 3.162403259967093039e+00, 3.406882709124225528e+00, 3.081577635371791857e+00, 2.845046612719862811e+00, 2.827160413319633303e+00, 2.847622736583877767e+00, 3.028526652006647168e+00, 3.214548104729347600e+00, 2.966762235761338573e+00, 3.080323448388782470e+00, 3.560082998403846677e+00, 3.793919515033235879e+00, 3.578583311124138522e+00, 3.809356626419192260e+00, 3.466112221813199223e+00, 3.436948344336118844e+00, 3.391777409140850796e+00, 3.641377301138389644e+00, 4.516970016837784208e+00, 4.036596918919109100e+00, 3.550946742350221452e+00, 3.277409703665108420e+00, 2.932110153305412137e+00, 3.108374232988421415e+00, 3.246270420837519044e+00, 3.550613525397960046e+00, 4.024438622872514415e+00, 3.800656813091281894e+00, 3.769134902530172582e+00, 3.631077753763870319e+00, 2.995314918083122446e+00, 3.065388238513819807e+00, 3.730320533320246046e+00, 3.489464511143105963e+00, 3.548417885464103527e+00, 3.221223684440372548e+00, 3.900040928297363152e+00, 4.093723622636441739e+00, 3.173956097562743661e+00, 2.602109989460340334e+00, 2.803652833432814351e+00, 2.480857885439261779e+00, 2.868099489551680481e+00, 3.178975500101744789e+00, 2.890747337872451972e+00, 3.400887466074141496e+00, 3.330232065414814979e+00, 2.963074979833905331e+00, 3.221032882379629037e+00, 3.445131062518103970e+00, 3.390838393837896536e+00, 3.040990189707253766e+00, 3.258766253594671092e+00, 3.275737188816628898e+00, 2.942896728850839860e+00, 3.211916569769007079e+00, 2.755386025319703780e+00, 3.076588757602677582e+00, 2.828940837492801119e+00, 3.038471027420121651e+00, 2.926874229214641243e+00, 3.282850631015453047e+00, 3.246959035873659527e+00, 3.616415408614829463e+00, 3.026275144473429268e+00, 2.810985629532101626e+00, 2.715632169403923157e+00
2.431450824402921818e+00, 2.908819587862638389e+00, 2.993533698270147259e+00, 2.625489197457889556e+00, 3.456779271543084509e+00, 3.176794355074360698e+00, 2.143060900999771867e+00, 2.815949230363513855e+00, 3.194023276280934631e+00, 3.072213512200386187e+00, 2.472481122821927446e+00, 2.651076344222044856e+00, 2.731804039501731562e+00, 2.983274820746380396e+00, 3.188071525047334376e+00, 3.396506667785770262e+00, 3.697217006763075187e+00, 3.603475652289958919e+00, 2.918861464489412860e+00, 3.332595133062369541e+00, 4.269836622599806120e+00, 4.499669754698370383e+00, 4.120625536839686909e+00, 3.309484702311538129e+00, 2.927577839976787555e+00, 3.167235770407375028e+00, 3.802090083372323459e+00, 3.106432819264142164e+00, 3.177833154153553163e+00, 3.608636848618692827e+00, 3.270623648042286113e+00, 3.381801090057092729e+00, 3.029139162082401970e+00, 2.851131108998561370e+00, 2.742151197328960510e+00, 3.285993909435804383e+00, 2.810527775428475206e+00, 3.499551394812400851e+00, 3.422662934715813510e+00, 3.723510856519241852e+00, 3.980033401916386548e+00, 3.882951610465183556e+00, 3.048745919009149041e+00, 2.095773188219861805e+00, 2.255204868180813449e+00, 3.211908431097366456e+00, 3.265253507438260705e+00, 2.569065558935960780e+00, 2.122363264889792767e+00, 2.534268279702389659e+00, 3.190620335733284740e+00, 3.538978156140639708e+00, 3.666142529076851453e+00, 3.523590008095695225e+00, 3.157449486278085971e+00, 3.296213209153507684e+00, 3.428778158774338003e+00, 2.734577314737065112e+00, 2.331579981410848657e+00, 2.845414297721637453e+00, 3.018067777073470737e+00, 3.332302412261553215e+00, 3.249270437211845941e+00, 3.103049581125716383e+00, 2.403376561236078235e+00, 3.123819125040500744e+00, 3.273349213565206917e+00, 3.272549147675204217e+00, 2.733420684295897019e+00, 2.478547226931305136e+00
2.393845170092102848e+00, 2.762307297899879721e+00, 2.787913480935819699e+00, 2.596918003053267920e+00, 2.550304304027787961e+00, 2.857606334091211231e+00, 3.026199444049040732e+00, 2.593034536169145365e+00, 2.749213464150992436e+00, 3.001821640152693149e+00, 2.749677233351274896e+00, 2.775228366324085094e+00, 2.215960462164282330e+00, 2.769387786179100530e+00, 3.392201813817765643e+00, 2.938207873905696488e+00, 3.378875061682654390e+00, 3.548481323392026265e+00, 2.725932108352267402e+00, 2.772240174477972108e+00, 3.708398293134091528e+00, 4.625875077014075742e+00, 3.822972833586035790e+00, 3.252870792902223585e+00, 2.999157973348531847e+00, 3.288734341516494908e+00, 3.525119889006006701e+00, 3.064421277324446358e+00, 3.042642320578247794e+00, 3.762490750516235494e+00, 4.030395973345750171e+00, 3.267867829163770832e+00, 3.117359809766657719e+00, 2.737603737804990889e+00, 2.672280977407143876e+00, 2.833856892991351906e+00, 2.671287486343063122e+00, 3.429210887346803016e+00, 3.079788062692724981e+00, 3.641802845845568015e+00, 3.321466237618904138e+00, 3.480450025609728382e+00, 3.000705302484719006e+00, 2.764735926358107054e+00, 2.760285355219779024e+00, 3.359827594253383065e+00, 2.932676072300043124e+00, 2.002217067735271971e+00, 2.334055619135262383e+00, 2.957041616256199656e+00, 3.280823838147018723e+00, 3.030180227475618882e+00, 3.212880360909311062e+00, 3.146874587669775458e+00, 3.143868503632001765e+00, 2.932272960844829246e+00, 2.545157927466072501e+00, 2.529578542431705657e+00, 2.962963816132321071e+00, 3.113555133713099110e+00, 3.303321057058445920e+00, 3.178164079758732719e+00, 2.633002787289366875e+00, 2.645980961869159653e+00, 2.378214258326696751e+00, 2.710352273099095655e+00, 3.070533594010690148e+00, 2.575715310696233384e+00, 2.173058018161491134e+00, 1.803877923143347717e+00
3.465704787070372106e+00, 3.191714591500386611e+00, 3.511264210855751244e+00, 3.200221231310592884e+00, 3.101543580340837547e+00, 3.258373369012247167e+00, 3.058845752811070628e+00, 3.042315735983853298e+00, 3.124738892050739736e+00, 3.227353445399624210e+00, 2.975611615806433186e+00, 3.153724437618915299e+00, 3.468163840471417902e+00, 3.446352467346478488e+00, 3.523404542448617338e+00, 3.035044428862957222e+00, 3.588144666482921963e+00, 3.746964369859353106e+00, 3.506290797055167552e+00, 3.165435458804258584e+00, 3.913488037765902039e+00, 4.636602490840962432e+00, 4.040321016940747079e+00, 3.487182462431320129e+00, 3.030884770821962615e+00, 2.881837448363308685e+00, 2.873231998328975134e+00, 3.020393116448057746e+00, 3.190341657513636076e+00, 3.441823567448628829e+00, 3.699109511047010468e+00, 3.260750207970422920e+00, 3.405634285683821094e+00, 2.774482508835058425e+00, 2.988687959640578207e+00, 2.962810549833328810e+00, 2.415378330155176556e+00, 3.181329284178612937e+00, 3.140031619740640156e+00, 3.520503773277006143e+00, 3.430154932620772534e+00, 3.407135240153743805e+00, 3.039861754826042262e+00, 2.364001920679275059e+00, 2.205121861716894838e+00, 3.168870892807202022e+00, 3.278333166248664998e+00, 2.961060941129207702e+00, 3.305184519374154473e+00, 2.535680528945988055e+00, 2.927644157880255893e+00, 3.194296334824085815e+00, 3.401830226370562205e+00, 3.105583709221914734e+00, 3.206499294394014932e+00, 3.146462806075671637e+00, 3.202832627610744165e+00, 3.491225521516164498e+00, 3.396497723086591147e+00, 2.839265952648266200e+00, 2.894464355710776537e+00, 3.116008575877560194e+00, 3.595189221493035436e+00, 3.452505794831337571e+00, 3.029213244580834630e+00, 2.691734647866349306e+00, 2.652808847340109022e+00, 2.826585503459909887e+00, 2.721027589329934493e+00, 1.974108597647519003e+00
2.319641581421739041e+00, 2.894640349447017869e+00, 2.826426864682129114e+00, 2.560766194496357784e+00, 2.191264214041945380e+00, 2.039463338473591847e+00, 2.168665058016023384e+00, 2.428949658262020250e+00, 2.551928393581247789e+00, 3.340582608717216573e+00, 2.918367733205426973e+00, 2.505624248272205090e+00, 2.898302512577567658e+00, 2.859572510665353562e+00, 2.783182108891430140e+00, 2.434706652094752233e+00, 3.241846333643763955e+00, 2.923410316398082021e+00, 2.934554810652745260e+00, 3.618751936359906107e+00, 3.929149240680265276e+00, 4.553415917817389413e+00, 3.957519784145512531e+00, 3.227089767215098881e+00, 3.188889319113967336e+00, 3.179644158371377927e+00, 3.091471813489569787e+00, 3.742081879688858415e+00, 3.726581252392966892e+00, 3.328457953482845788e+00, 4.127917171196478385e+00, 3.858691149844632573e+00, 3.148184211641068764e+00, 3.287019481412996491e+00, 2.973973890783617069e+00, 3.019382256651541141e+00, 3.523960105252793795e+00, 3.495671730393793197e+00, 3.313760168844002596e+00, 3.428660730521216227e+00, 3.041758348827628744e+00, 2.567144118113774631e+00, 2.564216400494896853e+00, 2.177000837629043062e+00, 2.556747018808681382e+00, 3.122888303036444491e+00, 2.742757560354035284e+00, 2.923419236785278486e+00, 3.180129322016788773e+00, 3.338735628490928864e+00, 3.734052140459628077e+00, 4.007931716266900146e+00, 3.478542771475302331e+00, 3.557006396422008443e+00, 3.316444525855803960e+00, 3.305325509860047362e+00, 2.773909708906065141e+00, 2.899698255931033586e+00, 3.038182120204967251e+00, 2.781874914276360133e+00, 3.267592809107465968e+00, 2.908007292838963309e+00, 3.124568945493138905e+00, 2.720556756556704592e+00, 2.763935118023916448e+00, 3.184165769609292429e+00, 3.373566691609448220e+00, 3.208513164343337998e+00, 2.541017855719450491e+00, 2.253477900156855451e+00
2.776548617113227202e+00, 2.066490661183687294e+00, 2.194726295888526302e+00, 2.299320164202226291e+00, 2.566694978304513874e+00, 2.919884692437997309e+00, 2.944377651880866420e+00, 3.167428422289302326e+00, 2.798519300693905087e+00, 2.860312566143754065e+00, 2.876714309810307846e+00, 2.573637218706593011e+00, 2.767248760268334884e+00, 2.886842364275808759e+00, 3.029900835264923487e+00, 2.676330562618286724e+00, 2.729687878384648769e+00, 2.594739139573077225e+00, 3.116333316632585060e+00, 3.448602120809580729e+00, 3.651246197585854780e+00, 4.024844232298756097e+00, 3.680215621702109807e+00, 3.435888427992870309e+00, 2.756099133252438271e+00, 2.647346537416233936e+00, 2.959659315433709637e+00, 3.590516938662022817e+00, 3.223706676932584614e+00, 3.234812392006968906e+00, 3.313310112276687036e+00, 2.628020347479704810e+00, 3.016326977502648443e+00, 2.750935125132115022e+00, 2.142567268756477183e+00, 1.828294783234550414e+00, 2.413702841132238319e+00, 3.483523202894081461e+00, 3.230859894023486945e+00, 3.014105444111814247e+00, 3.583725348051569171e+00, 3.269255836639113788e+00, 2.547775438621696864e+00, 2.652958449473406422e+00, 2.581962753469734917e+00, 2.933859587163460514e+00, 3.279853732470146443e+00, 2.437920844588655989e+00, 2.374801084699472042e+00, 3.133770934640608630e+00, 3.016451745179033139e+00, 2.687141273096579130e+00, 3.164102556470028915e+00, 2.779147074984308130e+00, 3.004326394932169908e+00, 3.039983912121164700e+00, 3.161101245319974051e+00, 3.548933619706820863e+00, 3.323301911082521709e+00, 3.070228416019328943e+00, 2.565885186529246909e+00, 2.657920562805928810e+00, 3.127665157045792288e+00, 2.989818871115064614e+00, 3.107717018670943077e+00, 3.196623139057148233e+00, 2.933355171093637193e+00, 2.921528299372940563e+00, 2.838384546094276484e+00, 1.842107805087714656e+00
1.658261499601388023e+00, 1.653859885030211530e+00, 1.948205289981441490e+00, 2.007990974919174221e+00, 1.810247386950585069e+00, 2.369668280522353676e+00, 2.093634431874004775e+00, 1.468274157586046957e+00, 1.899077020083433043e+00, 2.137676192955397347e+00, 2.081682908315578562e+00, 2.388114579830003859e+00, 1.533498535252268091e+00, 1.841633854721167918e+00, 2.112888540677806848e+00, 2.863524801213106485e+00, 2.495985116061251397e+00, 1.796254956141954073e+00, 1.896170643228313413e+00, 1.680670881302330111e+00, 2.256147548282937176e+00, 3.225343608072475554e+00, 3.031324333308221597e+00, 2.183224106588303570e+00, 2.162950060788436435e+00, 2.061029834733188792e+00, 1.966763493307812860e+00, 2.003506840907127717e+00, 2.269537483857259730e+00, 2.683840528902632805e+00, 3.153300158756227933e+00, 2.455820285051032670e+00, 2.360068353859170909e+00, 2.726825040372852893e+00, 2.347645408835388636e+00, 2.541143885178760886e+00, 2.290425338824032764e+00, 2.946905440612108684e+00, 2.786042989124806635e+00, 2.320358846284356069e+00, 2.789096292235150987e+00, 2.602651276961390092e+00, 1.928134732087692260e+00, 1.324424245927665611e+00, 1.200860968696556341e+00, 2.381003643505292811e+00, 2.174577477346890664e+00, 1.415796544683119551e+00, 1.304327800354086575e+00, 1.954356337463315274e+00, 1.797884066924128055e+00, 2.507284404204685568e+00, 3.109004138639464898e+00, 2.555558961821554398e+00, 1.689210335831561771e+00, 1.679518405882803656e+00, 2.183101400325895725e+00, 1.628152308867632181e+00, 1.089271456043855002e+00, 1.702988167762744753e+00, 1.640115828195172432e+00, 1.695617200769335531e+00, 2.166327069374879510e+00, 1.901467411525596507e+00, 1.803875315298129500e+00, 1.934320055243048619e+00, 2.471555582426923081e+00, 2.696005129257777799e+00, 1.962379355603262931e+00, 7.034614977776424416e-01
2.368729317128275724e+00, 2.835951334277504010e+00, 2.808856907871625008e+00, 2.777420468067806070e+00, 2.597732200545847192e+00, 2.741678177976012432e+00, 2.658910199337948033e+00, 3.118680918373323951e+00, 3.634180916857092214e+00, 3.289034829824504680e+00, 2.688367350381879461e+00, 2.629670236446519649e+00, 2.257733436742876965e+00, 3.045712770671622049e+00, 3.354388551981566824e+00, 2.594880833974879675e+00, 2.895073225416919360e+00, 3.194895954871187715e+00, 2.926136263906918611e+00, 3.350522709494999418e+00, 3.676661029715563966e+00, 4.180178092601233075e+00, 3.558073483082547561e+00, 3.634574004097251176e+00, 3.310950744559626902e+00, 3.132057651055415448e+00, 2.826915464971195835e+00, 2.889434983240767085e+00, 2.715536100013155707e+00, 3.110967705233790959e+00, 3.695207385525754340e+00, 3.151496388729633225e+00, 3.022704775605264071e+00, 2.748998959455064117e+00, 3.041301441938712546e+00, 3.187949172362166461e+00, 2.756629717579090144e+00, 3.584509112527765495e+00, 3.095099446971576906e+00, 3.276160119103325830e+00, 3.638659532613683467e+00, 3.551588671014578757e+00, 2.655214313773520018e+00, 1.991987278172993703e+00, 2.355889678863433812e+00, 3.291207290530095531e+00, 2.933823710875451685e+00, 2.969508220750759264e+00, 2.838829900690008401e+00, 2.602412664639579987e+00, 2.931896094942172404e+00, 3.136027016021912583e+00, 3.529232112315415559e+00, 3.406603030220016759e+00, 2.949424787317420638e+00, 2.373836621485422071e+00, 2.476673632874927478e+00, 3.117253586526080422e+00, 3.102686789664274247e+00, 2.970020870826934445e+00, 3.190736479445364093e+00, 3.335393514332310350e+00, 3.277527287371844178e+00, 2.543955948413737289e+00, 3.002593006412705989e+00, 2.599579417780364388e+00, 2.308335846680342307e+00, 2.471189077554081237e+00, 2.691816920751521458e+00, 2.146694753285274704e+00
